점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정연도,운영여부,데이터기준일자,제공기관코드,제공기관명
세븐일레븐 구로천왕역점,서울특별시,구로구,11530,서울특별시 구로구 오리로 1154-7(오류동),서울특별시 구로구 오류동 183-8,37.4875288,126.8388062,,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 고척,서울특별시,구로구,11530,서울특별시 구로구 경인로47길 10(고척동),서울특별시 구로구 고척동 62-98,37.5001115,126.8671606,02-2616-0574,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로미래,서울특별시,구로구,11530,"서울특별시 구로구 경인로 661(신도림동,1104호)",서울특별시 구로구 신도림동 337,37.50904858,126.8869872,02-2069-1185,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 개봉으뜸,서울특별시,구로구,11530,"서울특별시 구로구 경인로40길 41(개봉동,107호)",서울특별시 구로구 개봉동 181-5,37.49502772,126.8590223,02-2066-9123,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로경인점,서울특별시,구로구,11530,"서울특별시 구로구 경인로35길 38(개봉동,1층)",서울특별시 구로구 개봉동 149-20,37.49891797,126.8543162,02-2688-1153,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로이편한점,서울특별시,구로구,11530,"서울특별시 구로구 신도림로 16, 101호(신도림동, 대림2차)","서울특별시 구로구 신도림동 642, 대림2차",37.50512273,126.8821933,02-2634-2810,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로사랑,서울특별시,구로구,11530,"서울특별시 구로구 경인로 661(신도림동,154호)",서울특별시 구로구 신도림동 337,37.50904858,126.8869872,02-2069-1049,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 디큐브시티,서울특별시,구로구,11530,"서울특별시 구로구 경인로 662(신도림동,지하1층)",서울특별시 구로구 신도림동 692,37.50812307,126.888213,02-2636-6980,서울구로경찰서,2020,N,2025-12-08,3160000,서울특별시 구로구
GS25 구로지벨리몰점,서울특별시,구로구,11530,서울특별시 구로구 디지털로 300(구로동),서울특별시 구로구 구로동 188-25,37.48492704,126.896538,02-6344-3904,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 오류행운,서울특별시,구로구,11530,서울특별시 구로구 경인로15길 80-4 (오류동),서울특별시 구로구 오류동 4-1,37.49722671,126.837019,02-2625-0025,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 신도림,서울특별시,구로구,11530,서울특별시 구로구 공원로6가길 52(구로동),서울특별시 구로구 구로동 33-1,37.5036144,126.8901032,02-852-7023,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로현대,서울특별시,구로구,11530,서울특별시 구로구 신도림로19길 16(신도림동),서울특별시 구로구 신도림동 641,37.51158352,126.8846172,02-3667-2596,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 신공항4점,인천광역시,중구,28110,인천광역시 중구 신도시남로149번길 1,인천광역시 중구 운서동 2798-4,37.494467,126.490149,032-751-3178,인천중부경찰서,2022,Y,2025-05-30,3490000,인천광역시 중구
GS25 신공항3점,인천광역시,중구,28110,인천광역시 중구 영종대로 120,인천광역시 중구 운서동 2806-2,37.49482018,126.4926583,032-751-2986,인천중부경찰서,2022,Y,2025-05-30,3490000,인천광역시 중구
씨유 자유공원점,인천광역시,중구,28110,인천광역시 중구 홍예문로 62,인천광역시 중구 전동 21,37.47540268,126.6267367,032-773-4560,인천중부경찰서,2021,Y,2025-05-30,3490000,인천광역시 중구
씨유 영종운남중앙점,인천광역시,중구,28110,"인천광역시 중구 운남안길 2, 삼성빌딩 1층",인천광역시 중구 운남동 1515,37.49335185,126.5346635,,인천중부경찰서,2021,Y,2025-05-30,3490000,인천광역시 중구
씨유 동인천역점,인천광역시,중구,28110,인천광역시 중구 참외전로 117-9,인천광역시 중구 인현동 1-19,37.47597763,126.6312186,,인천중부경찰서,2021,Y,2025-05-30,3490000,인천광역시 중구
GS25 영종자이점,인천광역시,중구,28110,"인천광역시 중구 운남서로 7, 영종자이아파트 정문상가",인천광역시 중구 운남동 1550,37.48792722,126.5313406,032-746-2522,인천중부경찰서,2021,Y,2025-05-30,3490000,인천광역시 중구
세븐일레븐 영종예스스카이점,인천광역시,중구,28110,인천광역시 중구 영종대로 190,인천광역시 중구 운서동 3088-7,37.49206567,126.4992723,032-752-5353,인천중부경찰서,2020,Y,2025-05-30,3490000,인천광역시 중구
GS25 영종갤러리84점,인천광역시,중구,28110,인천광역시 중구 미단행복로 65,인천광역시 중구 운북동 1266-18,37.5295534,126.5164203,,인천중부경찰서,2020,Y,2025-05-30,3490000,인천광역시 중구
GS25 산곡현대,인천광역시,부평구,28237,인천광역시 부평구 화랑남로 7,인천광역시 부평구 산곡동 311-37,37.49253881,126.705368,032-502-5096,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 동암남부,인천광역시,부평구,28237,인천광역시 부평구 아트센터로 38,인천광역시 부평구 십정동 475-8,37.47133893,126.703537,032-425-8578,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 십정중앙,인천광역시,부평구,28237,인천광역시 부평구 배곶남로 16-2,인천광역시 부평구 십정동 318,37.471912,126.695875,032-422-3794,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평피코그램,인천광역시,부평구,28237,인천광역시 부평구 부평북로 118,인천광역시 부평구 청천동 391-19,37.52227035,126.7062193,032-518-6151,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평중,인천광역시,부평구,28237,인천광역시 부평구 장제로 171,인천광역시 부평구 부평동 377-2,37.500881,126.730358,080-999-5425,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 삼산주공,인천광역시,부평구,28237,인천광역시 부평구 영성동로18번길 19,인천광역시 부평구 삼산동 512,37.51992711,126.748038,032-502-9260,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부개주공,인천광역시,부평구,28237,인천광역시 부평구 부개로 61-14,인천광역시 부평구 부개동 498-9,37.50331799,126.738912,032-501-4960,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 강화한옥점,인천광역시,강화군,35700,인천광역시 강화군 길상면 해안남로 666,,37.60176635,126.4911449,,인천강화경찰서,,Y,2025-11-28,3570000,인천광역시 강화군
GS25 부평경찰서,인천광역시,부평구,28237,인천광역시 부평구 길주로 505,인천광역시 부평구 청천동 199-51,37.507818,126.718202,080-999-5425,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 동암북부,인천광역시,부평구,28237,인천광역시 부평구 동암광장로14번길 7,인천광역시 부평구 십정동 402-58,37.471718,126.702331,032-423-1688,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 열우물동암,인천광역시,부평구,28237,인천광역시 부평구 경인로667번길 14,인천광역시 부평구 십정동 482-30,37.469406,126.707084,032-426-5410,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평힘찬,인천광역시,부평구,28237,인천광역시 부평구 장제로84번길 14,인천광역시 부평구 부평동 452-6,37.49283735,126.7308141,032-525-9950,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 일신로터리,인천광역시,부평구,28237,인천광역시 부평구 일신로39번길 7,인천광역시 부평구 일신동 58-18,37.48140407,126.746502,032-505-5901,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 일신풍림,인천광역시,부평구,28237,인천광역시 부평구 일신로14번길 23,인천광역시 부평구 일신동 409,37.48217716,126.7440146,080-999-5425,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평여산,인천광역시,부평구,28237,인천광역시 부평구 부평대로 90,인천광역시 부평구 부평동 440-5,37.49955752,126.722482,032-501-2025,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평공원,인천광역시,부평구,28237,인천광역시 부평구 안남로 62,인천광역시 부평구 부평동 284-69,37.48910411,126.712674,032-525-4076,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 산곡대진,인천광역시,부평구,28237,인천광역시 부평구 원길로 12,인천광역시 부평구 청천동 236,37.50520581,126.7152209,032-505-4606,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 열우물중앙,인천광역시,부평구,28237,인천광역시 부평구 열우물로49번길 37-4,인천광역시 부평구 십정동 421,37.470631,126.699552,032-423-6871,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부개하이니스,인천광역시,부평구,28237,인천광역시 부평구 수변로93번길 6,인천광역시 부평구 부개동 120-407,37.49488357,126.741211,032-515-4595,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 라이온스,인천광역시,부평구,28237,"인천광역시 부평구 부평대로 283, B동 115호",인천광역시 부평구 청천동 425,37.5176369,126.7201096,032-623-5330,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평시장,인천광역시,부평구,28237,인천광역시 부평구 부평문화로105번길 14,인천광역시 부평구 부평동 149-15,37.494739,126.728219,032-503-3754,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 산곡월드,인천광역시,부평구,28237,"인천광역시 부평구 마장로272번길 50, B동 101호",인천광역시 부평구 산곡동 391-2,37.502113,126.7059498,032-511-8944,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 청천동아,인천광역시,부평구,28237,"인천광역시 부평구 부평대로167번길 42, 109호",인천광역시 부평구 청천동 301-29,37.506319,126.718324,080-999-5425,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 십정신동아,인천광역시,부평구,28237,인천광역시 부평구 동암산로 63,인천광역시 부평구 십정동 494-104,37.474803,126.704615,032-433-5410,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평2동,인천광역시,부평구,28237,인천광역시 부평구 부영로16번길 22,인천광역시 부평구 부평동 760-117,37.486718,126.718722,032-505-9447,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 삼산블루밍,인천광역시,부평구,28237,인천광역시 부평구 후정동로 13,인천광역시 부평구 삼산동 202,37.51863953,126.7376938,032-503-8805,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평고,인천광역시,부평구,28237,인천광역시 부평구 부흥북로 41,인천광역시 부평구 부평동 375-106,37.501416,126.726619,032-515-4696,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평성원,인천광역시,부평구,28237,인천광역시 부평구 충선로8번길 17,인천광역시 부평구 부평동 476-5,37.49115077,126.731938,032-505-7568,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평보영,인천광역시,부평구,28237,인천광역시 부평구 경원대로1367번길 18-3,인천광역시 부평구 부평동 546-133,37.49227414,126.7210686,070-8875-0600,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평사랑투,인천광역시,부평구,28237,인천광역시 부평구 장제로75번길 8,인천광역시 부평구 부평동 557-12,37.49247007,126.7292638,032-511-3627,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평사랑,인천광역시,부평구,28237,인천광역시 부평구 경원대로1431번길 13,인천광역시 부평구 부평동 585-2,37.49181445,126.727939,032-362-3627,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평안다미로,인천광역시,부평구,28237,"인천광역시 부평구 경인로 920, A동 101호",인천광역시 부평구 부평동 669,37.486817,126.722166,032-506-0107,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평지엠,인천광역시,부평구,28237,인천광역시 부평구 부평대로254,인천광역시 부평구 갈산동 182-4,37.514069,126.721433,032-506-2823,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평갈산,인천광역시,부평구,28237,인천광역시 부평구 굴포로 50-10,인천광역시 부평구 갈산동 367-2,37.511144,126.7263832,032-511-1963,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 갈산역,인천광역시,부평구,28237,인천광역시 부평구 부평대로278번길 8,인천광역시 부평구 갈산동 178,37.515969,126.722019,032-504-5366,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 갈삼대로,인천광역시,부평구,28237,"인천광역시 부평구 갈월동로34, 101호",인천광역시 부평구 갈산동 369,37.51038034,126.7302215,032-519-9510,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 열우물공원,인천광역시,부평구,28237,"인천광역시 부평구 배곶로81번길 4, 101",인천광역시 부평구 십정동 278-6,37.47522846,126.695325,032-433-0480,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 산곡믿음,인천광역시,부평구,28237,"인천광역시 부평구 마장로264번길 33, 101호",인천광역시 부평구 산곡동 255-1,37.50195285,126.7055254,032-501-3846,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평우주마루,인천광역시,부평구,28237,"인천광역시 부평구 주부토로54, 101호",인천광역시 부평구 부평동 415-3,37.49983132,126.725463,032-505-0771,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평우림,인천광역시,부평구,28237,인천광역시 부평구 부평대로 283,인천광역시 부평구 청천동 425,37.5176369,126.7201096,080-855-5525,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평대림,인천광역시,부평구,28237,인천광역시 부평구 경원대로1360,인천광역시 부평구 부평동 534-61,37.490953,126.720006,032-505-4058,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 삼산금성,인천광역시,부평구,28237,"인천광역시 부평구 길주로647번길 4, 108호",인천광역시 부평구 삼산동 461-1,37.50720102,126.7347389,032-528-2039,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평우일,인천광역시,부평구,28237,인천광역시 부평구 충선로 21,인천광역시 부평구 부평동 458-2,37.49245215,126.732372,032-511-4032,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부개푸르지오,인천광역시,부평구,28237,인천광역시 부평구 부일로 70,인천광역시 부평구 부개동 166-3,37.488824,126.737274,032-502-7265,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부개중앙,인천광역시,부평구,28237,"인천광역시 부평구 부평문화로197번길 4, 101호",인천광역시 부평구 부개동 120-517,37.493685,126.738674,032-505-3846,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평중앙,인천광역시,부평구,28237,인천광역시 부평구 시장로20번길 15,인천광역시 부평구 부평동 154-16,37.492532,126.7259072,032-522-1925,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평대성,인천광역시,부평구,28237,인천광역시 부평구 장제로 89,인천광역시 부평구 부평동 531-1,37.493532,126.729594,070-4954-9914,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 부평엠씨티,인천광역시,부평구,28237,인천광역시 부평구 장제로 62,인천광역시 부평구 부평동 507-2,37.490977,126.7307076,032-512-1032,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 구로제일,서울특별시,구로구,11530,서울특별시 구로구 구일로4길 33(구로동),서울특별시 구로구 구로동 685-215,37.49209493,126.8757919,02-830-1963,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로미성,서울특별시,구로구,11530,서울특별시 구로구 구로중앙로 228(신도림동),서울특별시 구로구 신도림동 399,37.5061286,126.8766046,02-2635-2025,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로문성,서울특별시,구로구,11530,"서울특별시 구로구 디지털로32가길 72(구로동,101호)",서울특별시 구로구 구로동 1129-18,37.4805275,126.8969729,02-830-8770,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로개봉,서울특별시,구로구,11530,서울특별시 구로구 고척로19길 16(개봉동),서울특별시 구로구 개봉동 62-19,37.5019437,126.8453347,02-2611-8663,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로가리봉,서울특별시,구로구,11530,서울특별시 구로구 우마길 1 (가리봉동),서울특별시 구로구 가리봉동 122-21,37.4825185,126.8875206,02-858-6648,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 구로W타워,서울특별시,구로구,11530,서울특별시 구로구 경인로53길 90(구로동),서울특별시 구로구 구로동 615-3,37.50471737,126.8751754,02-6124-3343,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
GS25 고척세곡,서울특별시,구로구,11530,서울특별시 구로구 고척로33길 60(고척동),서울특별시 구로구 고척동 241-129,37.5052065,126.8480204,02-2066-5660,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
CU 구로파트너점,서울특별시,구로구,11530,서울특별시 구로구 디지털로32가길 16(구로동),서울특별시 구로구 구로동 1128-3,37.4829104,126.898574,02-2028-3658,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
CU 한신IT타워점,서울특별시,구로구,11530,서울특별시 구로구 디지털로 272(구로동),서울특별시 구로구 구로동 235,37.48250101,126.894424,02-866-2101,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
CU 오류현대점,서울특별시,구로구,11530,서울특별시 구로구 경인로20나길 30(오류동),서울특별시 구로구 오류동 46-1,37.4948667,126.8420247,02-2066-2287,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
CU 구로포스큐,서울특별시,구로구,11530,"서울특별시 구로구 공원로11(구로동,102호)",서울특별시 구로구 구로동 106-2,37.4981598,126.8919457,02-830-7248,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
CU 고척리가점,서울특별시,구로구,11530,서울특별시 구로구 중앙로14길 23(고척동),서울특별시 구로구 고척동 41-3,37.5069602,126.8626241,02-707-2250,서울구로경찰서,2020,Y,2025-12-08,3160000,서울특별시 구로구
세븐일레븐 한양본점,서울특별시,성동구,11200,서울특별시 성동구 마조로5길 8,서울특별시 성동구 행당동 4-27,37.56012487,127.0402266,02-2281-0779,서울성동경찰서,,Y,2025-12-23,3030000,서울특별시 성동구
미니스톱 성동도선점,서울특별시,성동구,11200,서울특별시 성동구 왕십리로20길 26,서울특별시 성동구 도선동 4-3,37.56400786,127.0355689,02-2297-7319,서울성동경찰서,,Y,2025-12-23,3030000,서울특별시 성동구
GS25 한양여대점,서울특별시,성동구,11200,서울특별시 성동구 사근동10길 16,서울특별시 성동구 사근동 190-11,37.5603507,127.0490812,02-2299-8120,서울성동경찰서,,Y,2025-12-23,3030000,서울특별시 성동구
GS25 성수햇살점,서울특별시,성동구,11200,서울특별시 성동구 성덕정길 128,서울특별시 성동구 성수2가1동 223-11,37.53653315,127.0575707,02-2205-5337,서울성동경찰서,,Y,2025-12-23,3030000,서울특별시 성동구
CU 금호두산점,서울특별시,성동구,11200,서울특별시 성동구 행당로 35 (금호동1가),서울특별시 성동구 금호1가동128-1번지,37.557009,127.043695,02-2295-2850,서울성동경찰서,,Y,2025-12-23,3030000,서울특별시 성동구
CU 성동금호점,서울특별시,성동구,11200,서울특별시 성동구 장터길 34,서울특별시 성동구 금호동4가 1192,37.548142,127.0196133,02-2298-3760,서울성동경찰서,,Y,2025-12-23,3030000,서울특별시 성동구
CU 마장현대점,서울특별시,성동구,11200,서울특별시 성동구 마장로39길 36,서울특별시 성동구 마장동 768-1번지 안민빌딩 109호,37.5681091,127.0437104,02-2281-0900,서울성동경찰서,,Y,2025-12-23,3030000,서울특별시 성동구
이마트24장위점,서울특별시,성북구,11290,서울특별시 성북구 장월로 89-1,서울특별시 성북구 장위동 238-198,37.6138424,127.0487142,02-3292-1999,종암경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
세븐일레븐석관중학교점,서울특별시,성북구,11290,서울특별시 성북구 한천로 509,서울특별시 성북구 석관동 405,37.60698616,127.0657177,02-957-2535,종암경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
세븐일레븐정릉이수점,서울특별시,성북구,11290,서울특별시 성북구 북악산로 842,서울특별시 성북구 정릉동 45-39,37.5992011,127.0176971,02-909-2725,성북경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
세븐일레븐월곡삼양점,서울특별시,성북구,11290,서울특별시 성북구 오패산로17길 40,서울특별시 성북구 하월곡동 83-28,37.6079243,127.0338384,02-941-7008,종암경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
세븐일레븐성북성신여고점,서울특별시,성북구,11290,서울특별시 성북구 동소문로 26가길 40,서울특별시 성북구 동선동3가 76,37.59479315,127.021170,02-6369-4845,성북경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
세븐일레븐대학로카페점,서울특별시,종로구,11110,서울특별시 종로구 동숭길 143,서울특별시 종로구 동숭동 1-37,37.58326484,127.0024385,02-741-7652,서울혜화경찰서,2016,Y,2025-07-21,3000000,서울특별시 종로구
세븐일레븐평창점,서울특별시,종로구,11110,서울특별시 종로구 평창11길 17,서울특별시 종로구 평창동 343-1,37.60696451,126.9659579,02-394-9077,서울종로경찰서,2016,Y,2025-07-21,3000000,서울특별시 종로구
세븐일레븐혜화점,서울특별시,종로구,11110,서울특별시 종로구 창경궁로 273,서울특별시 종로구 혜화동 111-7,37.58579594,127.0005906,02-764-9367,서울혜화경찰서,2014,Y,2025-07-21,3000000,서울특별시 종로구
세븐일레븐종로배화점,서울특별시,종로구,11110,서울특별시 종로구 필운대로 12,서울특별시 종로구 필운동 163,37.57716353,126.9694373,02-736-0996,서울종로경찰서,2016,Y,2025-07-21,3000000,서울특별시 종로구
미니스톱동대문역점,서울특별시,종로구,11110,서울특별시 종로구 종로 313-1,서울특별시 종로구 창신동 154-1,37.57233208,127.0125644,02-745-3206,서울혜화경찰서,2014,Y,2025-07-21,3000000,서울특별시 종로구
미니스톱종로6가점,서울특별시,종로구,11110,서울특별시 종로구 종로41길 3,서울특별시 종로구 종로6가 247-1,37.57143319,127.006541,,서울혜화경찰서,2014,Y,2025-07-21,3000000,서울특별시 종로구
GS25종로도렴점,서울특별시,종로구,11110,서울특별시 종로구 새문안로5길 31,서울특별시 종로구 도렴동 65,37.57297651,126.9743513,,서울종로경찰서,2017,Y,2025-07-21,3000000,서울특별시 종로구
GS25종로누하점,서울특별시,종로구,11110,서울특별시 종로구 필운대로 39,서울특별시 종로구 누하동 57-2,37.57953437,126.968627,02-737-4524,서울종로경찰서,2016,Y,2025-07-21,3000000,서울특별시 종로구
GS25상명사랑점,서울특별시,종로구,11110,서울특별시 종로구 세검정로 230,서울특별시 종로구 홍지동 94-2,37.60015497,126.9585206,02-379-2325,서울종로경찰서,2014,Y,2025-07-21,3000000,서울특별시 종로구
CU종로행촌점,서울특별시,종로구,11110,서울특별시 종로구 통일로12길 62,서울특별시 종로구 행촌동 210-113,37.57503706,126.9618966,02-722-1378,서울종로경찰서,2017,Y,2025-07-21,3000000,서울특별시 종로구
CU종로원서점,서울특별시,종로구,11110,서울특별시 종로구 창덕궁길 120,서울특별시 종로구 원서동 45,37.58281182,126.9893647,02-741-5097,서울종로경찰서,2017,Y,2025-07-21,3000000,서울특별시 종로구
CU종로배화점,서울특별시,종로구,11110,서울특별시 종로구 필운대로1길 36,서울특별시 종로구 필운동 41,37.57794345,126.9675106,02-720-2976,서울종로경찰서,2017,Y,2025-07-21,3000000,서울특별시 종로구
CU종로중앙점,서울특별시,종로구,11110,서울특별시 종로구 종로12길 7,서울특별시 종로구 관철동 14-10,37.56969893,126.9859006,02-737-5090,서울종로경찰서,2014,Y,2025-07-21,3000000,서울특별시 종로구
CU종로신교점,서울특별시,종로구,11110,서울특별시 종로구 필운대로 112-4,서울특별시 종로구 신교동 36,37.58368822,126.9696541,02-735-9777,서울종로경찰서,2014,Y,2025-07-21,3000000,서울특별시 종로구
CU종로삼청점,서울특별시,종로구,11110,서울특별시 종로구 삼청로 132,서울특별시 종로구 삼청동 22,37.58711566,126.9817987,02-736-8777,서울종로경찰서,2015,Y,2025-07-21,3000000,서울특별시 종로구
CU종로공원점,서울특별시,종로구,11110,서울특별시 종로구 율곡로 271,서울특별시 종로구 종로6가 12-9,37.5732025,127.007592,02-3676-6659,서울혜화경찰서,2016,Y,2025-07-21,3000000,서울특별시 종로구
CU명륜성대점,서울특별시,종로구,11110,서울특별시 종로구 창경궁로 236,서울특별시 종로구 명륜4가 187,37.58264363,126.9988342,02-742-7897,서울혜화경찰서,2016,Y,2025-07-21,3000000,서울특별시 종로구
CU마로니에점,서울특별시,종로구,11110,서울특별시 종로구 대학로 81,서울특별시 종로구 연건동 78-2,37.5784185,127.0019231,02-743-8249,서울혜화경찰서,2014,Y,2025-07-21,3000000,서울특별시 종로구
CU동숭아트점,서울특별시,종로구,11110,서울특별시 종로구 동숭길 114,서울특별시 종로구 동숭동 28,37.58317453,127.0038343,070-8808-5643,서울혜화경찰서,2014,Y,2025-07-21,3000000,서울특별시 종로구
CU동대문역점,서울특별시,종로구,11110,서울특별시 종로구 종로46길 5,서울특별시 종로구 창신동 464-16,37.57125942,127.010979,02-747-8508,서울혜화경찰서,2014,Y,2025-07-21,3000000,서울특별시 종로구
CU광화문광장점,서울특별시,종로구,11110,서울특별시 종로구 새문안로 103-1,서울특별시 종로구 신문로1가 1-1,37.57048096,126.976179,02-722-2456,서울종로경찰서,2016,Y,2025-07-21,3000000,서울특별시 종로구
씨유 신흥누리점,인천광역시,중구,28110,"인천광역시 중구 인중로 96, 누리타워아파트 1층",인천광역시 중구 신흥동2가 50-10,37.4656233,126.6326315,,인천중부경찰서,2024,Y,2025-05-30,3490000,인천광역시 중구
씨유 신포중앙점,인천광역시,중구,28110,인천광역시 중구 제물량로166번길 4,인천광역시 중구 신생동 7-19,37.4703054,126.6255634,,인천중부경찰서,2024,Y,2025-05-30,3490000,인천광역시 중구
GS25 영종베스트빌점,인천광역시,중구,28110,"인천광역시 중구 흰바위로 22, 104호, 106호",인천광역시 중구 운서동 2788-2,37.49213276,126.4872700303,,인천중부경찰서,2024,Y,2025-05-30,3490000,인천광역시 중구
이마트24 월미상륙작전점,인천광역시,중구,28110,인천광역시 중구 월미문화로 37-1,인천광역시 중구 북성동1가 98-338,37.4749309,126.5977578,,인천중부경찰서,2023,Y,2025-05-30,3490000,인천광역시 중구
이마트24 영종운남점,인천광역시,중구,28110,"인천광역시 중구 운중로 22, 1층",인천광역시 중구 운남동 433-3,37.49332092,126.5355227,032-747-1567,인천중부경찰서,2023,Y,2025-05-30,3490000,인천광역시 중구
이마트24 영종백운로점,인천광역시,중구,28110,인천광역시 중구 백운로 443,인천광역시 중구 운북동 434-9,37.5126463,126.5144066,032-746-8842,인천중부경찰서,2023,Y,2025-05-30,3490000,인천광역시 중구
씨유 미단유커타운점,인천광역시,중구,28110,"인천광역시 중구 자연대로 701, 1층",인천광역시 중구 운북동 1361-32,37.5279138,126.5054676,,인천중부경찰서,2023,Y,2025-05-30,3490000,인천광역시 중구
